company_id,date,End of month account balance,Monthly average account balance,Monthly minimum balance,Maximum monthly balance,Account balance at the end of last month,Last month's average account balance,Last month's minimum balance,Last month's maximum balance
1000026,202202,9387399,9805865,5161187,24848744,8746219,10360537,5458105,23549720
1000026,202203,11938985,11577360,10338580,21953278,10928958,10785581,9703862,22742994
1000026,202204,12296952,12758534,6838419,33407972,13310161,12551771,6362741,34131595
1000026,202205,9044632,9229588,6467449,20889439,8561774,9080201,6680480,21835071
1000026,202206,8351146,8312602,6156818,11424272,8090863,7653646,6045388,11117627
1000026,202207,11585932,11632983,8311698,27045736,11077320,11500472,8660786,29679578
1000026,202208,8576865,8876712,4628269,12552714,8428698,9421907,4402965,11465670
1000026,202209,11836364,11812850,7427547,22283766,12343075,11340763,7167392,20410599
1000026,202210,9463023,9343038,4925580,13471196,10164414,9217046,5316353,14594359
1000026,202211,10913719,10906349,7184151,12461618,10220913,11911824,7071584,12829750
1000026,202212,7510192,7569620,4321661,11284697,7790190,6860661,4400275,10892743
1000026,202301,10653757,10322507,7720277,22576449,10339603,10511453,7112972,23759241
1000026,202302,9629800,10015866,7483542,19403718,10555276,10503510,7002842,19220443
1000026,202303,10432112,10613825,7436509,21415503,10012572,11167617,6746233,19364418
1000026,202304,7941446,8047280,5350109,12472875,7158725,8394822,5269184,12849814
1000026,202305,11326201,10872582,7417906,27203340,11361629,11365004,8143258,25805697
1000026,202306,12075454,12201248,10103251,29441167,11231937,11125128,10858717,27176170
1000026,202307,8231367,7919365,4837963,14652976,7481480,7973433,4966564,13847862
1000026,202308,7511258,7194806,5961590,20837905,7809108,7601987,6392131,20738541
1000026,202309,7082401,7101743,5687117,16456979,7411391,6525173,5794227,14975378
1000026,202310,10761526,10656908,7185255,26417120,10676938,9616900,6996669,28441476
1000026,202311,10554003,10647733,6532086,17170791,10927373,11317607,6105601,17376558
1000026,202312,10194638,9775864,7016119,11225949,10272605,10190936,7230880,10761186
1000026,202401,8321852,8264417,4471210,22836939,8537889,8119304,4196723,23691062
1000026,202402,9267668,8966271,4804099,24676151,9446912,9756013,4724762,26177628
1000026,202403,10478926,10989354,5707255,13979564,10826454,11575302,6079141,14298087
1000026,202404,9897548,9958071,5689684,17922477,9302963,10889869,5267770,16856070
1000026,202405,12819144,13059422,8994818,30208885,12226147,14180743,8327441,27854334
1000026,202406,7753576,7618212,6510326,18135696,7660475,7589710,6151479,19441102
1000026,202407,11077910,10628965,6583124,30294379,10958552,11170423,6651479,28686882
1000026,202408,9347475,9792294,8170298,12773413,9860486,10123648,7764599,11547375
1000026,202409,9489568,9286737,8369449,18190415,9237892,9865198,8374801,18710304
1000026,202410,11211508,11126085,9906060,14403720,10454742,11766254,9513745,13403771
1000026,202411,11061794,11227570,9236875,20356255,10511947,10448897,9248406,22355116
1000026,202412,12839794,12229515,8288472,14492328,12107241,11578257,7919852,15563980
1000026,202501,7705705,7944781,4076884,21627747,8062725,7572538,4468274,22096834
1000026,202502,7561210,7588867,5500988,15889002,7516356,8072275,5492976,16949960
1000026,202503,11251618,11002076,8140237,30543915,11721104,11685836,8536900,30363923
1000026,202504,10383193,9928002,8721781,12603316,10209211,9918739,9071605,13330492
1000026,202505,8573025,8283684,7701974,13135335,9241267,8417601,7687431,13520288
1000026,202506,7414301,7707190,5214202,11809661,8131294,8211120,4941876,10696351
1000026,202507,7451422,7590036,4754615,13671227,7704535,7305551,4764807,14898240
1000026,202508,12262249,11955572,7042953,32193873,13154481,10879997,7297867,34517752
1000026,202509,8083374,7732232,4057206,14828625,8096199,7705318,4024682,16173306
1000026,202510,8865834,9034830,6238403,13199823,9636489,9782402,5716779,13810620
1000027,202101,3062283,3084456,2211603,3746646,3265365,3263643,1998397,3680750
1000027,202102,3344352,3312419,2775729,4183899,3673288,3224055,2680175,3938710
1000027,202103,2716713,2679660,1906672,6911561,2783595,2446407,1773290,6469216
1000027,202104,3704936,3600017,3210650,7206566,3911824,3698599,3471476,6694779
1000027,202105,2712732,2758742,2037894,6726881,2735989,2943296,1905770,6350995
1000027,202106,4323177,4526655,3614757,10359825,4114903,4675988,3538328,10464741
1000027,202107,3077791,2977982,1721472,4177143,2988384,2933356,1794489,4330648
1000027,202108,3750985,3787413,3158833,5144427,4046566,3502109,3358105,4953112
1000027,202109,4498394,4464289,3464022,11404102,4098889,4831051,3448581,11515285
1000027,202110,3994648,3973352,2269332,9868417,4067733,3795312,2124609,9555100
1000027,202111,3735481,3643643,2151283,6792069,3640214,3442723,2052709,7059010
1000027,202112,3276961,3383506,2852923,4086705,3202700,3597327,2806687,4485964
1000027,202201,3296012,3291152,1690478,3701376,3549522,3607905,1644698,3841300
1000027,202202,4035549,4053065,2764407,6648559,4321122,4182892,2680740,6062196
1000027,202203,4749079,4656358,2970027,5307201,4842961,4772590,2751346,5283037
1000027,202204,4018740,3890867,3078479,6177357,3836223,3750352,3332952,6511413
1000027,202205,3790043,3633101,3167914,7189906,3771438,3284623,2869975,7250648
1000027,202206,4169976,4259263,2686095,5548945,4093493,3996720,2653863,6049529
1000027,202207,3586573,3477625,2405732,4655829,3481571,3536348,2636836,4241247
1000027,202208,2696314,2747564,2407180,7558391,2482111,2555957,2484076,7242685
1000027,202209,3799963,3758306,3091522,8407011,3832729,4046820,3002121,7937425
1000027,202210,4668827,4629503,4009969,13425052,4483783,4340755,3726141,14143620
1000027,202211,2949417,2940326,1992345,5182331,3044274,2953324,2177183,5206991
1000027,202212,4080643,4026659,2422394,9738762,3933090,4036333,2186930,9034346
1000027,202301,3005749,2885705,1998057,4475302,2964367,2945696,2070541,4283395
1000027,202302,3741789,3670557,2942680,8511995,3406794,3543874,3166404,8550570
1000027,202303,2776610,2822072,1509843,3737908,3050127,3032900,1366456,4108804
1000027,202304,3553969,3612888,2161480,3923415,3559378,3572641,2258822,3816927
1000027,202305,4226048,4135705,2191858,12128379,3823929,4301260,2410534,11295950
1000027,202306,3328034,3314756,2239564,7169581,3355477,3404858,2302111,7165374
1000027,202307,4025493,3902090,3345097,11517689,4323664,3603311,3288015,11080446
1000027,202308,4312394,4187495,2198740,7478898,4547464,4290205,2363381,7577569
1000027,202309,4601909,4382419,3544065,7928139,4786819,4426859,3582467,7875353
1000027,202310,3079835,3202026,2688690,5732325,2857757,3457294,2822823,5949568
1000027,202311,3441759,3342191,2047058,8402978,3550337,3596783,2082995,9099233
1000027,202312,2899116,2820124,2253929,6305682,3053521,2623253,2045797,5927989
1000027,202401,4745439,4640850,4223634,13563291,4814171,4252582,3981319,14434542
1000027,202402,4601520,4430071,4071936,5284098,4962968,4248076,3728886,5758890
1000027,202403,3750864,3803099,2227906,9173009,3583567,4173226,2052653,8941133
1000027,202404,4414776,4227211,2384563,7627066,4187101,3822729,2153453,7037741
1000027,202405,3709108,3573429,2074552,5350180,3983262,3696992,2041842,5694636
1000027,202406,3934666,3991622,3072243,8143781,4033346,4078251,2874790,8471317
1000027,202407,2760012,2715758,2181247,5684579,2484809,2795372,2336419,5357956
1000027,202408,4224086,4311924,3251256,5746112,4100008,4068978,3413843,5683161
1000027,202409,2844824,2861160,1804845,4220588,3048431,2704778,1831259,4286422
1000027,202410,4379686,4272830,2487270,8214157,3965647,4213559,2481808,7671782
1000027,202411,4282895,4347493,3136383,8037887,3857387,3996091,2983245,8383376
1000027,202412,4121830,3963664,2858374,7020962,3941507,3626445,2844054,7287593
1000027,202501,2643606,2653231,2092503,3654086,2862496,2434795,2151607,3937004
1000027,202502,3230356,3210052,2185478,3580235,3489739,3256905,2308838,3628405
1000027,202503,3142408,3069464,1996861,9249510,3154199,3006688,1829796,9386981
1000027,202504,3355649,3390549,2071748,9706713,3391377,3250598,2158125,9938484
1000027,202505,2756755,2859122,1611566,5565711,2664132,2753803,1689801,5313899
1000027,202506,4623403,4854066,2803162,13826741,4386441,4569892,2836223,14541876
1000027,202507,3781294,3822042,2034079,8999265,4019683,3754395,1917859,9291739
1000027,202508,3235621,3204787,2066729,3982497,2980844,3014459,2082925,4252626
1000027,202509,3436629,3342192,1768585,4548944,3427937,3474573,1769541,4793300
1000027,202510,3547006,3460847,2037987,10075662,3642347,3200544,2028086,10354903
1000028,202101,6892021,6877861,5504713,15831655,6345732,7494450,5461379,14757927
1000028,202102,6560867,6473789,4134576,17727783,6586594,5942703,3812761,19213893
1000028,202103,8135278,8471927,6242156,22833385,8261409,9223320,5846269,22226985
1000028,202104,6487878,6402429,5104361,12658432,6802534,6829208,4693288,13833890
1000028,202105,8419053,8312505,6166738,10037189,7972567,8612939,5849123,9840200
1000028,202106,7870218,7778557,6953173,11472673,7544906,8419979,6624255,10660266
1000028,202107,5362959,5543487,2727471,6577597,5437526,5143489,2588411,7083861
1000028,202108,8178968,8302297,6506050,11929889,8969263,7764830,6129908,12633892
1000028,202109,5003613,5060738,4420765,9406855,4720902,4809879,4628914,9945484
1000028,202110,7737720,7609384,6537666,10249182,8489677,7221018,6954200,9407541
1000028,202111,6034170,6225998,3422322,8549170,6292845,5990466,3303984,9197675
1000028,202112,7973756,7605658,5029272,15525392,8493775,7720702,4833260,15824723
1000028,202201,7935079,8229309,4514907,13857225,7283833,7452746,4825561,13775067
1000028,202202,7692777,7702585,5696680,15297475,7385712,7521223,5837870,16561571
1000028,202203,7630789,7553145,5989216,14616218,6955824,7170027,5741787,15101597
1000028,202204,5738001,5736375,3596748,13338030,5590588,5858708,3750409,12359100
1000028,202205,4865375,4946828,3482648,14015491,5333705,5426837,3374402,14070255
1000028,202206,6121358,5823104,4752427,7988018,5638105,5843664,4834696,8206277
1000028,202207,5226520,5420712,3494116,6734863,5291718,5340144,3838380,7271699
1000028,202208,7259996,7221328,6110057,19749596,6542810,7031036,5867603,18880195
1000028,202209,5899534,5806891,4770481,12165746,6150479,6137824,5181244,12881660
1000028,202210,8354519,8052290,4393359,21355567,7848557,7362983,4235771,22636101
1000028,202211,7049487,7006813,5276189,10639802,6527239,7651118,5318701,9848306
1000028,202212,7757340,7754487,4608870,20749634,7504478,7627186,4571984,18746187
1000028,202301,5066627,5017808,3663208,14466783,5341283,4830845,3870662,14702330
1000028,202302,7911515,8052862,6983932,18255169,7289057,8816383,6370872,19312066
1000028,202303,8148402,8083945,6939381,10602457,7708125,8788669,7115811,10717877
1000028,202304,6449263,6746843,4268164,18064773,5815254,6938364,4490677,19196883
1000028,202305,6914088,6982729,4263264,18016223,7561820,6310302,4239513,18456911
1000028,202306,7532433,7764038,4472474,19031955,7671249,8149964,4119410,19615445
1000028,202307,5231645,5027273,3730194,6119892,5461732,4861933,3539808,5542363
1000028,202308,6509727,6442866,3552353,17042652,6706819,6298906,3680004,15640376
1000028,202309,6104522,6004925,4393485,8315011,5670325,5595079,4740954,8689235
1000028,202310,5120637,5156216,2563050,7796342,5217867,5180406,2522865,8206185
1000028,202311,5983126,6199184,3766616,13142272,5542068,6502389,3812125,13253134
1000028,202312,4815664,4612605,2831483,7721741,4720541,4403202,2677668,7860987
1000028,202401,4650466,4451693,4131880,10959109,4714608,4842313,4059335,11209778
1000028,202402,5076929,5254782,4015327,11450169,5136716,4933963,3884258,10545585
1000028,202403,8305791,8067290,5314554,10843079,7673011,7367472,5479863,11207208
1000028,202404,6692876,6805820,3594998,15704349,6069683,7002322,3943496,15636726
1000028,202405,8316348,8352006,5877331,23747450,8812392,8935508,6245608,24234381
1000028,202406,6236473,6444081,3650701,8769159,6518264,7028085,3425937,8879899
1000028,202407,5765834,5549666,4120102,12883282,5283601,5846207,4184110,13560943
1000028,202408,6523672,6282154,5441687,11413452,6037548,5904785,4969796,10999299
1000028,202409,6263825,6299415,4674799,12360168,6755640,6901212,4438175,12047520
1000028,202410,4961878,5183365,3738851,8163779,5228954,5618182,3493745,7986798
1000028,202411,7048918,6989000,5049930,12496661,7748396,6518175,4883833,13152625
1000028,202412,5392316,5298997,4696201,6227760,5127000,5361298,4864150,6141957
1000028,202501,6966092,7040412,6079733,20654102,6949098,7118585,6078995,19320155
1000028,202502,7085479,7390472,4995895,16205339,6712016,7305532,5428448,17770907
1000028,202503,5142675,5315946,3200306,10549378,5268979,5830828,3016447,10535414
1000028,202504,4789057,5026346,3274923,8759468,4420696,4583647,3185982,8074912
1000028,202505,7594643,7232050,4364057,16137186,7028451,7416046,4215550,16686737
1000028,202506,6342948,6097385,4785993,11558128,5799849,5738009,4533257,12110981
1000028,202507,4776633,4828921,3343819,8520677,4961570,4855317,3673633,8521056
1000028,202508,8429615,8699848,4563120,16703268,8419621,9186588,4460199,17192530
1000028,202509,4775138,4672589,2765087,7756580,4887574,4435900,3008696,7248795
1000028,202510,7260324,7070982,5023075,10470075,7811093,6920171,4913043,10193502
1000029,202101,9858362,10141273,8429250,21269920,10332211,11055545,7930392,19831344
1000029,202102,6445171,6159251,4682779,17410046,6395830,6481356,4326144,17017398
1000029,202103,6000788,5922407,4636292,8343336,6582091,6008546,4965990,8448129
1000029,202104,5905134,5908564,3753370,6862918,5853471,5580044,3402127,6784048
1000029,202105,6739018,6779687,4909809,10573130,6216677,6678405,5365826,10770244
1000029,202106,5811888,5944756,3945992,17211727,6384538,6270601,3881428,17217782
1000029,202107,8521885,8398186,6507754,22792977,7708591,8936582,6178948,21962466
1000029,202108,5634218,5697706,2931090,12576394,5690428,5406674,2999939,11679485
1000029,202109,7684109,7749712,5358283,22019374,7390722,8000895,4964891,20930176
1000029,202110,9918043,9965268,6133288,19300812,9925089,9158087,5608457,18145516
1000029,202111,9080324,9207887,5724908,26952518,9186950,8329845,6100213,28070628
1000029,202112,8169142,7972632,7224519,13585069,7744503,8050243,7115675,14454423
1000029,202201,6752673,6472199,3869807,10511081,6829462,6115425,3883935,10974385
1000029,202202,8208919,7896382,5126454,18981414,8629315,7231367,4794973,19527069
1000029,202203,7764885,7551026,5466145,14120385,7402280,7898113,4986681,13577742
1000029,202204,7302038,7302182,6171761,16722357,7131792,7299224,6008550,17427992
1000029,202205,5947887,6150378,3965266,9989425,5672193,6514821,3970140,10199369
1000029,202206,9413318,9602801,7507555,21406305,10016824,9917665,7906101,19466437
1000029,202207,7410698,7624897,6243880,12034365,7744153,7975344,6245193,13015435
1000029,202208,6240895,6147890,3894359,7469396,6704214,5911024,4114395,6841897
1000029,202209,7034649,6967576,4622468,19929570,6570432,6637697,4266938,19940363
1000029,202210,7247236,7170184,4657236,20133473,6629162,7314842,4251090,20186098
1000029,202211,9142526,8860820,7617025,26920318,8446566,8329316,7097332,28734786
1000029,202212,8711929,8329664,4510503,21443556,8121292,8855119,4755885,23215083
1000029,202301,8875554,8956247,5532740,21276213,8934279,8997302,5819701,23147140
1000029,202302,5399212,5663350,4166914,11673667,5907722,5354119,3868036,11836332
1000029,202303,7256516,7014750,5269517,9718583,7049321,7190354,4775224,10066590
1000029,202304,7555384,7212886,5096225,11027438,8248225,7854884,5285072,10119923
1000029,202305,5436627,5588597,3892512,8970393,4934500,5121496,4169099,8948713
1000029,202306,6539765,6377962,3786745,18254427,7098093,5879645,3979193,19706956
1000029,202307,8834224,9125438,5939130,12620944,8270870,9752974,5586106,12509115
1000029,202308,5977225,6099122,4188129,17055766,6470316,5622894,4258295,15587584
1000029,202309,7802793,8150542,6714113,16333531,7110259,7399673,7059709,15355613
1000029,202310,6335242,6277545,3828602,15582049,6903157,6086620,3641635,15362363
1000029,202311,5404207,5491738,4578073,7076617,5080817,5455169,4603454,6705134
1000029,202312,6454438,6431753,4890505,10399156,6199764,6521082,4709028,10175142
1000029,202401,9822578,9950849,4991208,28693571,9804784,9965377,4717265,27734986
1000029,202402,9023324,8977845,7127095,14488615,8808065,9719746,7796456,13963921
1000029,202403,9747864,9444346,5012553,16214511,10074471,9951824,5426170,14888697
1000029,202404,7585229,7591219,6818760,11191512,8305534,8325760,6744664,12048143
1000029,202405,5851729,5868455,4968437,7871979,5976284,5840820,4607507,8175374
1000029,202406,7860785,8104944,4865334,12130681,8208994,7431146,5087103,12430022
1000029,202407,7431753,7606786,4481083,17244796,6819384,8299810,4262138,17612004
1000029,202408,9219634,9370643,6016515,18118412,9455310,8441287,5617641,17743368
1000029,202409,5798303,5574133,3725217,12478737,5744784,5881932,3636950,13285650
1000029,202410,7587003,7754384,4923472,10109629,8172389,7027460,4952864,10979137
1000029,202411,6036544,6036728,3786788,15840019,5901580,6352103,3481906,14273812
1000029,202412,6837131,7106582,5117273,17706664,7082521,7729031,5190702,16216465
1000029,202501,8729087,9095595,4938092,9960070,8254493,8894146,4459441,10308623
1000029,202502,7530966,7195955,6313905,13771716,7168534,6823153,6808749,13044753
1000029,202503,7071916,7298671,5834054,8703153,6896705,6899111,6324979,9419779
1000029,202504,7157134,6826257,4942668,18644341,6876665,6814949,5173066,19268602
1000029,202505,7454994,7355969,6270335,18643541,7088027,6871780,6228385,18152437
1000029,202506,8947584,8985432,5358332,25176509,8141708,9296190,5095662,24749930
1000029,202507,9438443,9106304,4785537,14621729,10074115,8866539,5019178,15179935
1000029,202508,9728416,9968040,7273772,19135426,8880684,9615389,7901930,17761365
1000029,202509,8956235,8515905,6118575,12991260,9650102,8449967,5700717,13987460
1000029,202510,6794637,6569462,4938789,12266673,6285671,6625417,4905029,11051712
1000030,202101,4915220,4954933,4225790,10283928,4487853,4600090,4069656,11269019
1000030,202102,4251312,4342454,3775038,5107222,4304882,4522894,3666876,4767740
1000030,202103,3766541,3923471,2839148,9259113,3768380,4223967,2785634,9707460
1000030,202104,5319973,5429296,4285888,11343551,5310646,5188221,4673157,10299773
1000030,202105,3193494,3248351,1703803,8542667,3241079,3040710,1621556,8425510
1000030,202106,5481332,5423416,3093040,8859931,5247889,5705981,3088509,9090845
1000030,202107,4314579,4099404,3422677,12151192,4455190,3839945,3731736,11106742
1000030,202108,4780247,4598673,3214936,14328881,4782543,4176749,3199540,14166372
1000030,202109,4838951,4855671,3282677,13774882,4679017,4971472,3521392,13232527
1000030,202110,5463725,5559411,3406321,14085459,5820506,5270045,3105723,14080511
1000030,202111,4778838,4739387,3550402,12632861,4996486,4428303,3872090,12644423
1000030,202112,4718587,4827434,2708780,10334243,4618185,5292415,2539498,10923773
1000030,202201,3268292,3275437,2453724,4775930,3495515,3139090,2689249,4416306
1000030,202202,4465445,4275295,2543158,10656236,4840773,4620262,2378146,9766908
1000030,202203,3489612,3382137,1833897,8564312,3515341,3164475,1813491,8396263
1000030,202204,5045863,5217421,3189707,14997474,4758200,5550268,3067614,16159837
1000030,202205,4449052,4549116,2635868,9469684,4819028,4550952,2600669,10142542
1000030,202206,4894267,5087474,4187518,7907183,4590313,4658696,3978581,8002057
1000030,202207,3202097,3079635,1671435,7681759,2912898,3223518,1826984,8279052
1000030,202208,3316363,3478938,1892467,9819134,3201939,3751737,1818935,10418775
1000030,202209,4989920,4844916,3590186,7169050,5216428,4518385,3700243,6850657
1000030,202210,3282688,3122420,2273021,5644240,3560583,3263297,2108203,5271840
1000030,202211,3280495,3443674,1700414,6986056,3370567,3405829,1810732,6708229
1000030,202212,3123752,3055364,1570937,4446372,3406038,3210497,1584292,4203704
1000030,202301,5626391,5720925,5036898,6426571,5167694,5965698,5519882,6584303
1000030,202302,5046060,4882911,3852837,8781496,4602767,4420597,3793813,8930604
1000030,202303,4027780,4060094,2602600,11053052,4111712,3799209,2444074,11270658
1000030,202304,3877483,4034146,2668378,4585472,4238954,4010769,2586202,4300534
1000030,202305,4018377,3946119,2437628,7695052,4020564,4288321,2553154,8144231
1000030,202306,5144495,5232082,3281928,13109106,4683049,5066825,3386363,12935085
1000030,202307,4844295,4693106,3679812,14101970,4574195,4814069,3884665,14024273
1000030,202308,3582432,3627139,3056261,10648432,3399579,3273190,2795543,11706804
1000030,202309,3553054,3494943,2038216,6756991,3437833,3642518,2070977,6462753
1000030,202310,3352413,3255598,2803102,9741207,3046407,3322707,3045384,9534962
1000030,202311,4841465,4751017,2656137,5651422,5233519,4955685,2447843,5850875
1000030,202312,5117251,4952905,2998693,12881360,5133179,5353754,2755400,13861407
1000030,202401,3794037,3946525,1953436,8806784,3923740,3667504,2038060,8149412
1000030,202402,3147168,3114810,1750847,4953930,2874732,2966289,1686129,5186810
1000030,202403,3309419,3225121,2869005,6830326,3014295,3544911,2959997,7401724
1000030,202404,5656492,5627308,3867770,7614498,5754312,5240468,3902877,7497119
1000030,202405,3874592,3805057,2057665,10678509,4174714,3972956,2257697,10223021
1000030,202406,5130104,5255493,4534451,9131617,5159327,5492069,4887282,9456222
1000030,202407,4747022,4970711,4042549,10868233,5105725,5152632,4186522,10316286
1000030,202408,4103804,4078374,3290729,5752199,4359053,3856054,3133876,5619081
1000030,202409,3636735,3768033,3176284,5424965,3328233,3553356,3025034,5855613
1000030,202410,3413338,3435819,2007219,10187848,3209874,3550122,2160668,10371906
1000030,202411,4721448,4559613,3940273,11949343,4870372,4273497,4007526,10981391
1000030,202412,5144443,5242507,3992069,15061625,5086312,5411906,4223035,14548618
1000030,202501,4798010,4804455,4068250,7974855,4597165,4797275,4027457,8177839
1000030,202502,4496964,4564691,3681955,6352723,4423783,4461190,3389661,6329214
1000030,202503,3202835,3327645,2045324,6584484,3167731,3194693,1976881,6795634
1000030,202504,5658158,5624454,4581746,11541905,6122751,6127929,4271240,12145411
1000030,202505,5208256,5417199,3150903,7460297,4795197,5425967,3328508,7431373
1000030,202506,3867642,3964591,2442171,9642484,3697257,4013158,2540107,10581568
1000030,202507,5688584,5682101,3089824,10167645,5731322,6192644,2835477,11010896
1000030,202508,4686650,4735026,4096275,6814829,4872510,4880748,4195720,6214997
1000030,202509,4635083,4554238,2857071,8022255,4756185,4971272,3070857,7647505
1000030,202510,5074057,5319437,3593695,11015531,5522241,4900655,3735548,10576107
1000031,202101,5206048,5293171,3417943,12912533,5513838,5660135,3425538,12097210
1000031,202102,4797416,4578580,4240777,9669636,4852180,4427866,4081207,9306089
1000031,202103,3407031,3347960,2160124,7150099,3212614,3555859,2327359,7042591
1000031,202104,3960076,4008909,3213278,5401532,3921167,4294051,3163668,4917069
1000031,202105,5512116,5267561,4642119,15642904,5725305,5026820,4972074,14476882
1000031,202106,3661013,3486706,2468410,10487249,3908469,3423129,2608121,9640394
1000031,202107,4049279,4029042,2637168,9712238,4421599,4211166,2803956,8830982
1000031,202108,4206926,4136539,3361747,4768549,4295652,3804834,3691062,4750902
1000031,202109,4226209,4200132,3656340,8961426,4248962,4414786,3838249,8663553
1000031,202110,4682847,4571719,3755515,10749550,4231132,4215557,3405531,11685722
1000031,202111,5551566,5365431,3280145,16598310,5076461,5810177,3086901,15279609
1000031,202112,3703318,3773363,3167533,11082279,3448607,3604572,2873076,12026567
1000031,202201,3389679,3394618,2220350,9251997,3087834,3445944,2082649,8486941
1000031,202202,3589584,3481951,2622161,4383883,3518412,3215340,2392165,4488409
1000031,202203,5403811,5306320,4499073,15731710,5227515,5061691,4500528,14937983
1000031,202204,4769344,4813130,2744079,10798063,4900361,4720674,2485151,11503836
1000031,202205,3822295,3658788,3110599,10020852,3849559,3649310,3093539,9141972
1000031,202206,5217040,5033114,3852602,9774992,5317176,4529870,4159917,10659644
1000031,202207,5336566,5108825,4575233,9111503,5306656,5505939,4802691,8286469
1000031,202208,5297475,5462924,3013141,10489868,5061988,4925016,3280681,9946730
1000031,202209,5488020,5626542,3667495,7568317,5985042,5934521,3466990,7514104
1000031,202210,3733707,3828286,3110690,6640120,3424861,3805759,3130029,6980171
1000031,202211,5056775,5166165,2567287,13802332,5500649,5190838,2474135,15047613
1000031,202212,4281822,4354349,2333081,5018748,4120172,4100286,2330197,4946520
1000031,202301,5285592,5273430,4737085,7329362,5298976,5386669,4791159,7706545
1000031,202302,4986908,5057860,3052773,6671090,4596774,5095522,2769589,6974174
1000031,202303,5113101,4877060,4551770,9540246,4674326,4549552,4308938,9676039
1000031,202304,4796582,4854843,2748502,14362286,4728993,4600564,2861065,14910693
1000031,202305,3536846,3635127,2279277,5055497,3707815,3320254,2403692,4588436
1000031,202306,4504142,4504303,3608483,6199577,4296379,4113584,3658605,6127137
1000031,202307,5661016,5580354,4319985,16069393,5731606,5037693,4121981,16988114
1000031,202308,5536599,5413369,4055276,15369022,5291494,5110733,3978293,15289782
1000031,202309,3183568,3229030,2266572,3696939,3112646,3345056,2083449,3973103
1000031,202310,3503654,3571204,2933876,8858082,3788463,3439937,3199790,9449160
1000031,202311,3416591,3543335,2029384,8013220,3659742,3431885,2179021,8595694
1000031,202312,4980301,4901778,3371605,12743133,4996255,4540914,3078681,11800132
1000031,202401,5221877,5362748,2935639,10650303,4948360,5443694,2739826,10105308
1000031,202402,3631794,3654077,2681631,10835895,3408935,3538713,2725124,9816448
1000031,202403,4401059,4569547,2641593,5207814,4800752,4730684,2500230,5710681
1000031,202404,5282183,5296873,3346457,8162589,4968121,5552669,3637197,7731829
1000031,202405,4998251,5007062,3441297,9263945,5306311,5091874,3617209,9017696
1000031,202406,4496801,4531820,2296553,8789348,4378958,4328857,2192423,8393698
1000031,202407,4623399,4738667,2481725,13179452,5072478,4746824,2236580,11966398
1000031,202408,4407658,4612477,3413165,9538208,4291433,4383634,3617577,9082773
1000031,202409,3852928,3688625,2587580,4568458,3738508,3985863,2548295,4201332
1000031,202410,4556757,4353267,3854634,8543644,4682034,4585196,3964396,8363002
1000031,202411,4882690,5096332,3798092,9234786,5333378,5089203,3636274,10096990
1000031,202412,5368019,5384056,2701403,15752090,5879279,5885265,2508454,16376699
1000031,202501,4744295,4798808,3542493,10619983,4940904,4843682,3666701,11059439
1000031,202502,5072773,5063856,2726564,11706626,5331085,4890201,2699475,11596995
1000031,202503,3491173,3349311,2836135,8571460,3535442,3078329,2685916,9105125
1000031,202504,4284501,4399363,3841496,10981496,4503675,4437853,3563085,11878210
1000031,202505,3094516,3171020,2204779,7137801,3317184,3399597,2240266,7796691
1000031,202506,3719070,3649041,2875256,5767047,3708727,3916675,3004958,5304518
1000031,202507,4981569,4885045,2963663,13752553,5100989,4987207,2835565,14796767
1000031,202508,5679805,5871692,3834090,14148551,5722195,5746552,4014401,13370615
1000031,202509,3330938,3188492,2806109,8359168,3372555,3284335,2628270,8187415
1000031,202510,4126451,4283712,2339570,12352356,4448353,4508298,2263962,11970611
1000032,202101,5174907,5048981,3137102,13583098,5025473,4959740,3290746,14058859
1000032,202102,3606611,3640146,2445907,9649082,3396117,3622858,2524246,9838058
1000032,202103,4530297,4727815,3555828,13172610,4490684,4898599,3392632,12142788
1000032,202104,4998617,5087653,3250868,6933854,4706782,5470908,3005190,7326064
1000032,202105,4690539,4650401,4085895,9595351,4689038,4921063,3712013,9479526
1000032,202106,3564483,3632042,1916917,7852831,3852142,3285103,2046468,7071037
1000032,202107,4004842,3942358,2596425,6910851,4098902,3646186,2375802,6792679
1000032,202108,5132073,5017760,4021398,13830250,5496894,5371791,3711625,13875423
1000032,202109,4528038,4752938,2673329,11540145,4225737,5070265,2533091,10545095
1000032,202110,3083510,3160841,2351377,7615276,3330729,3090548,2325826,7083935
1000032,202111,5072079,5145482,2869208,15188766,5175333,5232212,3035499,16688116
1000032,202112,3162661,3116894,1652149,5037564,2866483,3369889,1568708,5411548
1000032,202201,5031935,4805075,2759544,12566597,5165904,5200589,2783556,11645031
1000032,202202,3602519,3433581,3141374,7737016,3927752,3627985,2884015,7861287
1000032,202203,5590646,5620936,4029180,9474352,5120100,5294459,4000581,9245533
1000032,202204,4037880,4143685,3305159,5673685,4104469,4334528,3092068,5723318
1000032,202205,3929977,3944666,2487918,11012500,4256541,3629959,2344211,10947603
1000032,202206,3461506,3579468,2551349,7723884,3122067,3861486,2483395,7025874
1000032,202207,3873860,3693115,2703880,10333034,3975287,3433968,2845210,9951580
1000032,202208,5376405,5304765,4722070,11484836,5349417,5477009,4952494,10624669
1000032,202209,5691318,5541676,4547532,8639172,5517151,5663862,4470199,8620110
